1509428433.5794720650	0.0000	0.0000	0.000000	0.0000	9794
1509428433.6843829155	0.0000	0.0000	0.000000	0.0000	9708
1509428433.7893030643	63789.6108	-62118.1332	0.350000	0.0000	9765
1509428433.8942010403	63789.9220	-62118.0163	0.350400	0.0000	9691
1509428433.9989910126	63790.1369	-62117.9233	0.381590	0.0000	9925
1509428434.1039309502	63790.3535	-62117.8371	0.380868	0.0000	10036
1509428434.2087600231	63790.5476	-62117.7598	0.380694	0.0000	10030
1509428434.3137309551	63790.7473	-62117.6806	0.380168	0.0000	10167
1509428434.4187989235	63790.9736	-62117.5910	0.379739	0.0000	10171
1509428434.5235490799	63791.1893	-62117.5059	0.379426	0.0000	10464
1509428434.6283919811	63791.3928	-62117.4260	0.379010	0.0000	10491
1509428434.7332999706	63791.6032	-62117.3434	0.378845	0.0000	10270
1509428434.8383040428	63791.8457	-62117.2481	0.378783	0.0000	9625
1509428434.9431140423	63792.0706	-62117.1594	0.378860	0.0000	10405
1509428435.0480821133	63792.2836	-62117.0754	0.378968	0.0000	10541
1509428435.1528799534	63792.5199	-62116.9822	0.379093	0.0000	10445
1509428435.2578198910	63792.7283	-62116.8999	0.379262	0.0000	10322
1509428435.3626360893	63792.9615	-62116.8077	0.379318	0.0000	10232
1509428435.4675459862	63793.2116	-62116.7088	0.379401	0.0000	10111
1509428435.5724430084	63793.4604	-62116.6101	0.379750	0.0000	10003
1509428435.6773240566	63793.6772	-62116.5240	0.380180	0.0000	9815
1509428435.7821989059	63793.9135	-62116.4301	0.380472	0.0000	9803
1509428435.8871159554	63794.1861	-62116.3218	0.380567	0.0000	9753
1509428435.9920330048	63794.4133	-62116.2315	0.380716	0.0000	9740
1509428436.0968940258	63794.6757	-62116.1273	0.380999	0.0000	9705
1509428436.2017900944	63794.9168	-62116.0315	0.381284	0.0000	9937
1509428436.3067018986	63795.1945	-62115.9211	0.381531	0.0000	10140
1509428436.4116740227	63795.4322	-62115.8265	0.381783	0.0000	10269
1509428436.5164759159	63795.7050	-62115.7176	0.382061	0.0000	10287
1509428436.6213378906	63795.9505	-62115.6197	0.382225	0.0000	10522
1509428436.7262771130	63796.2403	-62115.5038	0.382214	0.0000	10410
1509428436.8311979771	63796.4763	-62115.4095	0.382159	0.0000	10718
1509428436.9360520840	63796.7675	-62115.2929	0.381996	0.0000	10160
1509428437.0408189297	63797.0119	-62115.1952	0.381681	0.0000	10140
1509428437.1458160877	63797.2933	-62115.0825	0.381266	0.0000	10749
1509428437.2508521080	63797.5541	-62114.9784	0.380707	0.0000	10782
1509428437.3556439877	63797.8389	-62114.8647	0.380123	0.0000	10661
1509428437.4606881142	63798.0955	-62114.7622	0.379686	0.0000	10459
1509428437.5653851032	63798.3797	-62114.6489	0.379323	0.0000	10357
1509428437.6701600552	63798.6441	-62114.5434	0.378877	0.0000	10123
1509428437.7751529217	63798.9550	-62114.4198	0.378340	0.0000	9977
1509428437.8800289631	63799.2123	-62114.3177	0.377848	0.0000	9900
1509428437.9850060940	63799.5081	-62114.2006	0.377358	0.0000	9759
1509428438.0897998810	63799.7789	-62114.0938	0.376838	0.0000	9825
1509428438.1947491169	63800.0527	-62113.9862	0.376243	0.0000	9845
1509428438.2996709347	63800.3648	-62113.8639	0.375591	0.0000	9870
1509428438.4045379162	63800.6543	-62113.7508	0.375004	0.0000	9997
1509428438.5093100071	63800.9281	-62113.6442	0.374452	0.0000	10226
1509428438.6143429279	63801.2399	-62113.5230	0.373919	0.0000	10258
1509428438.7192230225	63801.5051	-62113.4204	0.373478	0.0000	10284
1509428438.8240439892	63801.8048	-62113.3044	0.373008	0.0000	10539
1509428438.9290020466	63802.0769	-62113.1994	0.372491	0.0000	10537
1509428439.0340130329	63802.3496	-62113.0941	0.372080	0.0000	10399
1509428439.1387770176	63802.6615	-62112.9736	0.371763	0.0000	9750
1509428439.2435989380	63802.9448	-62112.8640	0.371550	0.0000	10267
1509428439.3485920429	63803.2185	-62112.7578	0.371331	0.0000	10608
1509428439.4534680843	63803.4872	-62112.6535	0.371092	0.0000	10518
1509428439.5583930016	63803.7925	-62112.5352	0.370832	0.0000	10289
1509428439.6632680893	63804.0442	-62112.4377	0.370350	0.0000	10292
1509428439.7681379318	63804.3503	-62112.3195	0.369494	0.0000	10098
1509428439.8730080128	63804.5942	-62112.2256	0.368684	0.0000	10016
1509428439.9778809547	63804.8996	-62112.1081	0.368081	0.0000	10000
1509428440.0828130245	63805.1490	-62112.0123	0.367579	0.0000	9962
1509428440.1877338886	63805.4493	-62111.8970	0.367156	0.0000	9817
1509428440.2925579548	63805.7029	-62111.7998	0.366904	0.0000	9851
1509428440.3975141048	63805.9900	-62111.6898	0.366823	0.0000	9859
1509428440.5023341179	63806.2495	-62111.5906	0.366805	0.0000	9959
1509428440.6072990894	63806.5388	-62111.4799	0.366913	0.0000	10088
1509428440.7121551037	63806.8026	-62111.3787	0.367268	0.0000	10162
1509428440.8171141148	63807.0959	-62111.2660	0.367621	0.0000	10332
1509428440.9220449924	63807.3509	-62111.1679	0.367920	0.0000	10424
1509428441.0268609524	63807.6534	-62111.0512	0.368179	0.0000	10529
1509428441.1318171024	63807.9068	-62110.9535	0.368391	0.0000	10712
1509428441.2367870808	63808.1991	-62110.8406	0.368655	0.0000	10451
1509428441.3415191174	63808.4601	-62110.7397	0.368869	0.0000	10023
1509428441.4464180470	63808.7633	-62110.6224	0.369065	0.0000	10779
1509428441.5512530804	63809.0149	-62110.5249	0.369359	0.0000	10822
1509428441.6561920643	63809.3147	-62110.4084	0.369788	0.0000	10652
1509428441.7611460686	63809.5680	-62110.3096	0.370251	0.0000	10569
1509428441.8661630154	63809.8278	-62110.2081	0.370687	0.0000	10388
1509428441.9709930420	63810.1307	-62110.0896	0.371058	0.0000	10268
1509428442.0757410526	63810.3835	-62109.9906	0.371438	0.0000	10054
1509428442.1805419922	63810.6794	-62109.8746	0.371837	0.0000	10031
1509428442.2855799198	63810.9588	-62109.7651	0.372169	0.0000	10035
1509428442.3905360699	63811.2206	-62109.6625	0.372416	0.0000	9937
1509428442.4953899384	63811.4848	-62109.5589	0.372650	0.0000	10046
1509428442.6002409458	63811.7852	-62109.4411	0.372949	0.0000	10063
1509428442.7051599026	63812.0659	-62109.3311	0.373047	0.0000	10177
1509428442.8100099564	63812.3270	-62109.2292	0.372851	0.0000	10336
1509428442.9149160385	63812.5900	-62109.1267	0.372416	0.0000	10360
1509428443.0198628902	63812.8913	-62109.0097	0.371768	0.0000	10510
1509428443.1247389317	63813.1441	-62108.9116	0.371157	0.0000	10566
1509428443.2296409607	63813.4445	-62108.7951	0.370668	0.0000	10661
1509428443.3344750404	63813.7256	-62108.6865	0.370044	0.0000	10591
1509428443.4393370152	63813.9863	-62108.5862	0.369126	0.0000	9813
1509428443.5442879200	63814.2470	-62108.4863	0.368243	0.0000	10312
1509428443.6493051052	63814.5481	-62108.3712	0.367477	0.0000	10628
1509428443.7540159225	63814.8015	-62108.2746	0.366835	0.0000	10665
1509428443.8588840961	63815.1023	-62108.1601	0.366223	0.0000	10510
1509428443.9638040066	63815.3565	-62108.0634	0.365737	0.0000	10269
1509428444.0688259602	63815.6551	-62107.9499	0.365239	0.0000	10092
1509428444.1736900806	63815.9105	-62107.8529	0.364784	0.0000	9929
1509428444.2791149616	63816.2077	-62107.7400	0.364418	0.0000	9763
1509428444.3834900856	63816.4579	-62107.6451	0.364041	0.0000	9830
1509428444.4883561134	63816.7610	-62107.5301	0.363590	0.0000	9760
1509428444.5932900906	63817.0077	-62107.4367	0.363151	0.0000	9847
1509428444.6981420517	63817.3094	-62107.3226	0.362664	0.0000	10008
1509428444.8029630184	63817.5678	-62107.2251	0.362300	0.0000	10066
1509428444.9079020023	63817.8277	-62107.1270	0.362049	0.0000	9950
1509428445.0127480030	63818.1279	-62107.0138	0.361734	0.0000	10356
1509428445.1176929474	63818.4185	-62106.9042	0.361439	0.0000	10561
1509428445.2226400375	63818.6695	-62106.8097	0.361312	0.0000	10620
1509428445.3274860382	63818.9296	-62106.7116	0.361229	0.0000	10587
1509428445.4322750568	63819.2312	-62106.5979	0.361158	0.0000	10801
1509428445.5372359753	63819.4847	-62106.5022	0.361228	0.0000	10194
1509428445.6421029568	63819.7836	-62106.3895	0.361226	0.0000	10278
1509428445.7470319271	63820.0577	-62106.2861	0.361181	0.0000	10749
1509428445.8520770073	63820.3447	-62106.1779	0.361214	0.0000	10748
1509428445.9568660259	63820.6009	-62106.0813	0.361187	0.0000	10588
1509428446.0617170334	63820.8883	-62105.9728	0.361227	0.0000	10510
1509428446.1666328907	63821.1412	-62105.8772	0.361303	0.0000	10251
1509428446.2715458870	63821.4384	-62105.7649	0.361277	0.0000	9859
1509428446.3763771057	63821.6986	-62105.6667	0.361242	0.0000	10000
1509428446.4813699722	63822.0029	-62105.5521	0.361096	0.0000	9955
1509428446.5861721039	63822.2448	-62105.4610	0.360794	0.0000	9829
1509428446.6910979748	63822.5451	-62105.3481	0.360355	0.0000	9799
1509428446.7959430218	63822.8062	-62105.2500	0.359920	0.0000	9822
1509428446.9009180069	63823.0984	-62105.1403	0.359540	0.0000	9933
1509428447.0057709217	63823.3647	-62105.0405	0.359149	0.0000	10031
1509428447.1106638908	63823.6566	-62104.9314	0.358757	0.0000	9972
1509428447.2155039310	63823.9209	-62104.8328	0.358321	0.0000	10178
1509428447.3205089569	63824.2213	-62104.7210	0.357793	0.0000	10272
1509428447.4253640175	63824.4740	-62104.6272	0.357378	0.0000	10481
1509428447.5302479267	63824.7690	-62104.5178	0.357088	0.0000	10391
1509428447.6351320744	63825.1745	-62104.3676	0.356866	0.0000	10016
1509428447.7399919033	63825.2853	-62104.3268	0.356781	0.0000	9571
1509428447.8450679779	63825.5683	-62104.2220	0.356642	0.0000	10132
1509428447.9498159885	63825.8755	-62104.1082	0.356594	0.0000	10258
