0.00	-32319.23	-33932.44	0.35000	64369.88	-61881.32	0.00000	160.616	0.00
0.00	-32318.80	-33932.04	0.35251	-32318.80	-33932.04	0.35251	483.402	0.00
0.00	-32320.54	-33930.32	2.61261	-32320.54	-33930.32	2.61261	1.661	0.00
0.00	-32319.53	-33930.57	2.41531	-32319.02	-33930.30	2.41531	76.202	0.18
0.00	-32319.43	-33930.10	2.18075	-32318.83	-33928.65	2.18075	28.670	0.27
0.00	-32319.41	-33930.04	2.15912	-32319.41	-33930.04	2.15912	1.794	0.27
0.00	-32319.41	-33930.04	2.15912	-32319.41	-33930.04	2.15912	1.656	0.27
0.00	-32319.46	-33929.89	2.14038	-32319.13	-33928.39	2.52578	27.572	0.26
0.00	-32319.46	-33929.73	2.10070	-32319.07	-33928.11	1.62672	16.672	0.06
0.00	-32319.48	-33929.57	2.07121	-32319.11	-33930.66	2.07121	28.547	0.34
0.00	-32319.48	-33929.41	2.03938	-32319.48	-33929.41	2.03938	1.610	0.34
0.00	-32319.53	-33929.26	2.03244	-32319.53	-33929.26	2.03244	1.674	0.34
0.00	-32319.52	-33929.12	1.99844	-32319.07	-33930.27	1.42715	34.182	0.47
0.00	-32319.55	-33928.96	1.98457	-32319.30	-33929.50	2.01409	40.759	0.83
0.00	-32319.53	-33928.80	1.95293	-32319.37	-33929.39	2.05081	33.271	0.44
0.00	-32319.55	-33928.64	1.93481	-32319.40	-33929.34	2.00531	32.301	0.37
0.00	-32319.53	-33928.48	1.90812	-32319.21	-33929.28	1.62681	33.118	0.45
0.00	-32319.56	-33928.31	1.89763	-32319.19	-33929.08	1.56482	29.180	0.80
0.00	-32319.54	-33928.16	1.87334	-32319.16	-33928.78	1.50337	41.449	0.95
0.00	-32319.57	-33927.97	1.86383	-32319.16	-33928.44	1.50351	40.628	0.97
0.00	-32319.55	-33927.86	1.84539	-32319.16	-33928.22	1.50136	40.606	0.95
0.00	-32319.58	-33927.64	1.83572	-32319.25	-33927.94	1.59809	41.154	0.91
0.00	-32319.56	-33927.49	1.81719	-32319.23	-33927.81	1.57567	18.814	0.90
0.00	-32319.58	-33927.28	1.80828	-32319.22	-33927.61	1.57109	30.059	0.92
0.00	-32319.55	-33927.15	1.78837	-32319.24	-33927.45	1.58581	33.101	0.97
0.00	-32319.54	-33926.96	1.77230	-32319.23	-33927.24	1.57307	23.451	0.96
0.00	-32319.52	-33926.72	1.75378	-32319.18	-33926.99	1.54476	48.740	0.92
0.00	-32319.50	-33926.59	1.74049	-32319.17	-33926.78	1.53796	47.902	0.94
0.00	-32319.49	-33926.43	1.73070	-32319.13	-33926.61	1.52056	45.526	0.85
0.00	-32319.48	-33926.27	1.72185	-32319.16	-33926.40	1.54309	27.544	0.95
0.00	-32319.47	-33926.22	1.71689	-32319.18	-33926.35	1.55283	41.576	0.97
0.00	-32319.49	-33926.03	1.71544	-32319.18	-33926.13	1.55487	42.701	0.97
0.00	-32319.48	-33925.92	1.70895	-32319.20	-33925.97	1.56367	25.681	0.95
0.00	-32319.49	-33925.76	1.70581	-32319.19	-33925.80	1.56076	23.689	0.98
0.00	-32319.49	-33925.60	1.69801	-32319.18	-33925.61	1.55873	30.894	0.96
0.00	-32319.49	-33925.44	1.69360	-32319.20	-33925.44	1.56595	12.199	0.99
0.00	-32319.48	-33925.28	1.68663	-32319.18	-33925.26	1.56125	43.395	0.95
0.00	-32319.48	-33925.11	1.68270	-32319.16	-33925.11	1.55492	42.394	0.90
0.00	-32319.48	-33924.96	1.67648	-32319.18	-33924.93	1.56074	19.925	0.95
0.00	-32319.48	-33924.79	1.67295	-32319.18	-33924.75	1.56380	35.627	0.93
0.00	-32319.47	-33924.64	1.66742	-32319.19	-33924.58	1.56781	35.732	0.94
0.00	-32319.48	-33924.44	1.66419	-32319.20	-33924.40	1.57186	13.049	0.96
0.00	-32319.47	-33924.26	1.65901	-32319.21	-33924.24	1.57511	14.953	0.88
0.00	-32319.49	-33924.05	1.65810	-32319.22	-33924.04	1.57827	24.645	0.97
0.00	-32319.48	-33923.94	1.65403	-32319.21	-33923.92	1.57364	44.922	0.97
0.00	-32319.48	-33923.75	1.65126	-32319.21	-33923.75	1.57432	33.816	0.99
0.00	-32319.47	-33923.64	1.64673	-32319.23	-33923.59	1.58011	43.649	0.97
0.00	-32319.47	-33923.44	1.64343	-32319.23	-33923.38	1.58084	43.817	0.97
0.00	-32319.46	-33923.29	1.63952	-32319.24	-33923.23	1.58185	44.546	0.99
0.00	-32319.47	-33923.13	1.63813	-32319.25	-33923.09	1.58397	43.688	0.96
0.00	-32319.46	-33922.99	1.63455	-32319.25	-33922.93	1.58571	24.781	0.90
0.00	-32319.46	-33922.83	1.63324	-32319.26	-33922.77	1.58755	35.762	0.99
0.00	-32319.46	-33922.67	1.62988	-32319.27	-33922.61	1.58945	18.789	0.98
0.00	-32319.46	-33922.51	1.62933	-32319.28	-33922.43	1.59001	26.396	0.97
0.00	-32319.46	-33922.37	1.62612	-32319.28	-33922.28	1.59019	18.710	0.92
0.00	-32319.46	-33922.21	1.62497	-32319.29	-33922.11	1.59057	17.931	0.99
0.00	-32319.45	-33922.04	1.62198	-32319.29	-33921.95	1.59129	19.723	0.99
0.00	-32319.45	-33921.87	1.62041	-32319.30	-33921.79	1.59156	27.143	0.97
0.00	-32319.45	-33921.70	1.61785	-32319.30	-33921.63	1.59182	17.305	0.98
0.00	-32319.45	-33921.54	1.61647	-32319.28	-33921.49	1.58825	44.434	0.90
0.00	-32319.45	-33921.39	1.61418	-32319.29	-33921.33	1.58964	21.880	0.88
0.00	-32319.45	-33921.18	1.61243	-32319.30	-33921.18	1.59042	28.615	0.97
