0.00	-30132.97	-40006.19	0.35000	64369.88	-61881.32	0.00000	142.838	0.00
0.00	-30132.58	-40006.08	0.35000	-30132.58	-40006.08	0.35000	441.825	0.00
0.00	-30129.68	-40005.10	0.34897	-30129.68	-40005.10	0.34897	1.877	0.00
0.00	-30130.19	-40005.38	0.30567	-30129.98	-40005.05	0.30567	77.012	0.93
0.00	-30129.64	-40005.22	0.29584	-30129.84	-40005.04	0.30567	36.002	0.93
0.00	-30129.30	-40005.12	0.29393	-30129.44	-40004.97	0.15677	33.457	0.89
0.00	-30128.83	-40004.98	0.29214	-30128.78	-40004.71	0.35969	526.101	0.91
0.00	-30125.63	-40004.05	0.28577	-30126.93	-40004.14	0.31782	34.593	0.77
0.00	-30126.52	-40004.32	0.28505	-30126.82	-40004.11	0.31690	33.409	0.84
0.00	-30126.41	-40004.29	0.28457	-30126.68	-40004.09	0.31132	34.745	0.89
0.00	-30125.88	-40004.13	0.28357	-30126.25	-40003.94	0.31423	33.306	0.89
0.00	-30125.40	-40004.00	0.28294	-30125.79	-40003.75	0.32480	31.601	0.80
0.00	-30124.90	-40003.86	0.28240	-30125.36	-40003.67	0.30752	33.119	0.83
0.00	-30124.46	-40003.73	0.28159	-30124.86	-40003.52	0.30654	31.268	0.88
0.00	-30124.07	-40003.62	0.28075	-30124.43	-40003.40	0.30236	34.186	0.81
0.00	-30123.64	-40003.50	0.28020	-30123.95	-40003.27	0.29767	33.569	0.94
0.00	-30123.22	-40003.38	0.27976	-30123.52	-40003.18	0.28876	30.569	0.90
0.00	-30122.82	-40003.27	0.27937	-30122.98	-40003.06	0.28228	32.890	0.89
0.00	-30122.40	-40003.15	0.27905	-30122.56	-40002.94	0.28080	33.004	0.89
0.00	-30121.98	-40003.03	0.27903	-30122.03	-40002.83	0.27323	33.106	0.94
0.00	-30121.42	-40002.87	0.27933	-30121.48	-40002.69	0.27144	32.531	1.00
0.00	-30121.15	-40002.79	0.27957	-30121.14	-40002.61	0.26935	32.995	0.91
0.00	-30120.64	-40002.64	0.27968	-30120.70	-40002.46	0.27342	32.491	0.91
0.00	-30120.08	-40002.48	0.27951	-30120.15	-40002.28	0.27756	32.798	0.93
0.00	-30119.94	-40002.44	0.27943	-30119.83	-40002.20	0.27587	33.678	0.93
0.00	-30119.47	-40002.31	0.27940	-30119.40	-40002.08	0.27520	34.044	0.94
0.00	-30119.05	-40002.18	0.27959	-30119.04	-40001.95	0.27907	33.599	0.95
0.00	-30118.63	-40002.06	0.27985	-30118.64	-40001.82	0.28095	35.822	0.90
0.00	-30118.25	-40001.95	0.27996	-30118.20	-40001.70	0.27981	35.532	0.95
0.00	-30117.83	-40001.83	0.28001	-30117.76	-40001.60	0.27717	35.289	0.95
0.00	-30117.44	-40001.72	0.28041	-30117.39	-40001.49	0.27747	35.525	1.00
0.00	-30116.97	-40001.58	0.28099	-30117.01	-40001.37	0.27874	34.257	0.93
0.00	-30116.58	-40001.46	0.28147	-30116.64	-40001.26	0.27934	36.859	0.96
0.00	-30116.24	-40001.36	0.28162	-30116.24	-40001.12	0.28181	36.976	0.96
