-0.70527	1.45130	7.10108	-0.01545	-0.00357	0.01571
-0.72349	1.51109	7.31552	-0.01521	-0.00469	0.01884
-0.74137	1.53083	7.48190	-0.01611	-0.00475	0.01893
-0.72788	1.59891	7.67633	-0.01659	-0.00395	0.02042
-0.74177	1.62645	7.84944	-0.01699	-0.00380	0.02015
-0.73127	1.70006	8.07592	-0.01784	-0.00480	0.02076
-0.75034	1.75907	8.29710	-0.01738	-0.00610	0.02365
-0.75316	1.77030	8.48357	-0.01832	-0.00857	0.02430
-0.76372	1.78745	8.65786	-0.01947	-0.00936	0.02494
-0.78599	1.80794	8.83519	-0.02012	-0.01042	0.02385
-0.82507	1.86007	8.99746	-0.02011	-0.00974	0.02329
-0.84658	1.87701	9.16568	-0.02225	-0.01095	0.02111
-0.88462	1.95659	9.38385	-0.02287	-0.00987	0.01846
-0.89652	2.03522	9.60756	-0.02533	-0.00908	0.01858
-0.91699	2.05870	9.79757	-0.02687	-0.01071	0.01753
-0.93883	2.08401	9.99430	-0.02786	-0.01213	0.01649
-0.93894	2.13434	10.19556	-0.02580	-0.01117	0.02040
-0.93895	2.20053	10.34122	-0.02264	-0.00855	0.02234
-0.94536	2.21625	10.50765	-0.02198	-0.01025	0.02220
-0.95205	2.23238	10.67445	-0.02131	-0.01180	0.02215
-0.94472	2.28410	10.85957	-0.01908	-0.01220	0.02330
-0.96735	2.35630	11.08070	-0.02063	-0.00931	0.02309
-0.97825	2.36970	11.25002	-0.02073	-0.00982	0.02356
-0.99560	2.39165	11.42985	-0.02106	-0.01039	0.02370
-1.03243	2.46278	11.63417	-0.02403	-0.00901	0.02187
-1.03795	2.48075	11.80308	-0.02271	-0.01045	0.02142
-1.06120	2.56226	11.99266	-0.02267	-0.00994	0.01981
-1.09866	2.63095	12.16272	-0.02029	-0.01018	0.02156
-1.12073	2.64077	12.33478	-0.02261	-0.01191	0.02138
-1.13322	2.65619	12.50677	-0.02390	-0.01294	0.02154
-1.15738	2.71638	12.72668	-0.02441	-0.01503	0.02029
-1.16042	2.78555	12.95174	-0.02425	-0.01374	0.01848
-1.18764	2.80794	13.13219	-0.02456	-0.01548	0.01821
-1.22228	2.88978	13.31049	-0.02229	-0.01494	0.01823
-1.23413	2.90806	13.46840	-0.02086	-0.01690	0.01939
-1.24616	2.92598	13.62656	-0.01964	-0.01885	0.02045
-1.23154	3.00417	13.80617	-0.01157	-0.01775	0.02372
-1.23349	3.02931	13.97067	-0.00952	-0.01760	0.02477
-1.23364	3.10783	14.16931	-0.00807	-0.01433	0.02408
-1.25187	3.17359	14.39186	-0.01180	-0.01283	0.02220
-1.25819	3.20289	14.56809	-0.01121	-0.01244	0.02218
-1.27090	3.23636	14.74699	-0.00892	-0.00933	0.02337
-1.32479	3.30898	14.95863	-0.00838	-0.00699	0.02314
-1.33437	3.33704	15.13880	-0.00557	-0.00490	0.02438
-1.35904	3.39068	15.34220	-0.00002	-0.00190	0.02806
-1.37808	3.44472	15.53633	-0.00223	-0.00741	0.02680
-1.38097	3.47138	15.71044	-0.00137	-0.00622	0.02770
-1.39762	3.53861	15.91748	-0.00630	-0.00924	0.02733
-1.40327	3.55827	16.09428	-0.00654	-0.00902	0.02773
-1.42308	3.63434	16.30611	-0.00591	-0.00824	0.02874
-1.43479	3.66304	16.49069	-0.00399	-0.00678	0.03003
-1.45903	3.74300	16.70022	-0.00152	-0.00519	0.02967
-1.46368	3.76543	16.89755	0.00062	-0.00498	0.02976
-1.48914	3.82859	17.09928	-0.00150	-0.01006	0.03123
-1.49465	3.85454	17.28186	0.00058	-0.01035	0.03309
-1.50047	3.87171	17.47697	0.00147	-0.01110	0.03394
-1.52595	3.92111	17.69011	-0.00051	-0.01462	0.03581
-1.53624	3.94596	17.88592	0.00000	-0.01471	0.03822
-1.57332	4.00880	18.10747	-0.00457	-0.01440	0.03809
-1.58340	4.02979	18.30787	-0.00395	-0.01482	0.03931
-1.61458	4.11248	18.51450	-0.00826	-0.01257	0.03951
-1.62711	4.13791	18.71661	-0.00829	-0.01192	0.04133
-1.64404	4.22175	18.93688	-0.00820	-0.00855	0.03960
-1.65530	4.24749	19.15934	-0.00647	-0.00903	0.04102
-1.66213	4.31372	19.40268	-0.00526	-0.01026	0.03973
-1.67179	4.33379	19.61774	-0.00270	-0.01085	0.04027
-1.69917	4.39587	19.83750	-0.00139	-0.01337	0.03808
-1.71144	4.41463	20.04969	0.00061	-0.01454	0.03859
-1.74160	4.50000	20.26246	-0.00386	-0.01299	0.03680
-1.76916	4.58230	20.50181	-0.00957	-0.01321	0.03476
-1.78583	4.60119	20.72128	-0.00972	-0.01579	0.03421
-1.80245	4.62145	20.94124	-0.00985	-0.01837	0.03352
-1.81371	4.70551	21.19003	-0.00840	-0.01646	0.03166
-1.82715	4.80536	21.41818	-0.00745	-0.01330	0.03117
-1.84255	4.82043	21.62436	-0.00650	-0.01477	0.03016
-1.85698	4.83284	21.82564	-0.00533	-0.01703	0.02872
-1.88335	4.90654	22.03674	-0.00788	-0.01615	0.02744
-1.89626	4.92043	22.23945	-0.00819	-0.01885	0.02511
-1.92481	5.00248	22.48447	-0.01215	-0.01891	0.02357
-1.94304	5.01370	22.69356	-0.01245	-0.02187	0.02214
-1.97596	5.11364	22.94187	-0.01392	-0.01790	0.02405
-1.99318	5.12834	23.15229	-0.01492	-0.01945	0.02272
-2.00421	5.22466	23.41985	-0.01492	-0.01457	0.02258
-2.01618	5.23965	23.62950	-0.01610	-0.01655	0.02075
-2.01764	5.33628	23.88282	-0.01534	-0.01354	0.02039
-2.02074	5.35719	24.08672	-0.01524	-0.01427	0.01919
-2.04564	5.47495	24.33771	-0.00799	-0.00991	0.01999
-2.05223	5.50997	24.54931	-0.00693	-0.00952	0.01863
-2.08032	5.61271	24.81445	-0.00845	-0.00909	0.02055
-2.07901	5.65328	25.03741	-0.00572	-0.00863	0.01857
-2.11765	5.74052	25.33070	-0.01059	-0.01152	0.01842
